food, ,"('do your tiger eat orange', 'Investigator')","[0, 'do your tiger eat orange']",orange,62.3955317357646,male,Brown
toy, ,"('I do understand how to play that game', 'Mother')","[0, 'I do understand how to play that game']",game,62.3955317357646,male,Brown
furniture, ,"('I can use my pencil', 'Investigator')","[0, 'I can use my pencil']",pencil,60.5269102034949,female,Brown
toy, ,"('who teach you how to play this game', 'Investigator')","[0, 'who teach you how to play this game']",game,60.8226041602497,female,Brown
food, ,"('the child eat the candy', 'Investigator')","[0, 'the child eat the candy']",candy,61.1983818969589,female,Brown
food, ,"('Bumper eat your toast ma say', 'Mother')","[0, 'Bumper eat your toast ma say']",toast,60.264071130824,female,HSLLD
food, ,"('no egg say Bumper I eat my toast', 'Mother')","[0, 'no egg say Bumper I eat my toast']",toast,60.264071130824,female,HSLLD
food, ,"('I think he be eat toast when it come out', 'Mother')","[0, 'I think he be eat toast when it come out']",toast,60.264071130824,female,HSLLD
toy, ,"('we go play play car', 'Mother')","[0, 'we go play play car']",car,60.264071130824,female,HSLLD
food, ,"('I eat my tuna fish', 'Mother')","[0, 'I eat my tuna fish']",tuna,64.2641532680342,female,HSLLD
food, ,"('he rush around all morning and then rush home and have a quick bite to eat a sandwich without bread and then rush off again and then rush around all afternoon', 'Mother')","[0, 'he rush around all morning and then rush home and have a quick bite to eat a sandwich without bread and then rush off again and then rush around all afternoon']",sandwich,64.2641532680342,female,HSLLD
food, ,"('oh he shoulda eat soup', 'Mother')","[0, 'oh he shoulda eat soup']",soup,61.4283660855459,female,HSLLD
food, ,"('the king be in the count house count out his money the queen be in the parlor eat bread and honey', 'Mother')","[0, 'the king be in the count house count out his money the queen be in the parlor eat bread and honey']",bread,60.5597650875788,female,HSLLD
food, ,"('he eat through apple the pear orange and all that', 'Mother')","[0, 'he eat through apple the pear orange and all that']",apple,61.165527012875,female,HSLLD
food, ,"('on Thursday he eat four strawberry he say mm but he be still hungry', 'Mother')","[0, 'on Thursday he eat four strawberry he say mm but he be still hungry']",strawberry,68.2313805211606,female,HSLLD
food, ,"('on Friday he eat five orange he say they be juice too but he be still hungry', 'Mother')","[0, 'on Friday he eat five orange he say they be juice too but he be still hungry']",orange,68.2313805211606,female,HSLLD
clothes, ,"('the girl who wear this slipper be the girl I want to marry say the prince', 'Mother')","[0, 'the girl who wear this slipper be the girl I want to marry say the prince']",slipper,62.0012731267582,female,HSLLD
furniture, ,"('they must use butter for mayonnaise', 'Mother')","[0, 'they must use butter for mayonnaise']",butter,68.2313805211606,female,HSLLD
food, ,"('you do have_to eat your potato', 'Mother')","[0, 'you do have_to eat your potato']",potato,61.4283660855459,female,HSLLD
