clothes, ,"('you wanna wear this shirt', 'Investigator')","[0, 'you wanna wear this shirt']",shirt,27.5262325715107,male,Clark
clothes, ,"('we can take it off this shirt so now you wanna wear this shirt', 'Investigator')","[0, 'we can take it off this shirt so now you wanna wear this shirt']",shirt,27.5262325715107,male,Clark
food, ,"('yeah you eat my cracker you eat my cracker will you like some of this', 'Investigator')","[0, 'yeah you eat my cracker you eat my cracker will you like some of this']",cracker,26.5262120372082,male,Clark
vehicle, ,"('do a tractor he ride on the tractor', 'Investigator')","[0, 'do a tractor he ride on the tractor']",tractor,26.7561962257952,male,Clark
furniture, ,"('use this button', 'Investigator')","[0, 'use this button']",button,27.5262325715107,male,Clark
food, ,"('then we can eat the cake', 'Investigator')","[0, 'then we can eat the cake']",cake,28.1319944968069,male,Clark
food, ,"('that your seat belt a knee belt', 'Mother')","[0, 'that your seat belt a knee belt']",belt,28.6576726421487,male,Clark
toy, ,"('do you want to play with these block', 'Investigator')","[0, 'do you want to play with these block']",block,26.5262120372082,male,Clark
food, ,"('eat ice cream right do you like to eat ice cream', 'Investigator')","[0, 'eat ice cream right do you like to eat ice cream']",ice,27.9204911805171,male,Clark
toy, ,"('shall we play with the puzzle', 'Investigator')","[0, 'shall we play with the puzzle']",puzzle,27.0662641943366,male,Clark
toy, ,"('Shem will you play with these block with me', 'Investigator')","[0, 'Shem will you play with these block with me']",block,26.5262120372082,male,Clark
toy, ,"('here the other puzzle here let play with the puzzle first', 'Investigator')","[0, 'here the other puzzle here let play with the puzzle first']",puzzle,27.06626,male,Clark
toy, ,"('play with the horse', 'Investigator')","[0, 'play with the horse']",horse,27.06626,male,Clark
food, ,"('okay that open the door and there food inside right', 'Investigator')","[0, 'okay that open the door and there food inside right']",door,27.52623,male,Clark
food, ,"('do you ever eat pancake', 'Investigator')","[0, 'do you ever eat pancake']",pancake,29.06631,male,Clark
food, ,"('you eat fry pancake', 'Investigator')","[0, 'you eat fry pancake']",pancake,29.06631,male,Clark
food, ,"('you take a bite you eat the cracker', 'Investigator')","[0, 'you take a bite you eat the cracker']",cracker,26.52621,male,Clark
furniture, ,"('that because you roll on the furniture on those little mommy and daddy bed you just roll over on a mommy and daddy bed', 'Investigator')","[0, 'that because you roll on the furniture on those little mommy and daddy bed you just roll over on a mommy and daddy bed']",bed,26.52621,male,Clark
clothes, ,"('okay let go look for it you already have all your clothes on so we do have_to get dress right', 'Investigator')","[0, 'okay let go look for it you already have all your clothes on so we do have_to get dress right']",dress,29.98624,male,Clark
furniture, ,"('a mouse that mouse that little mouse be so little', 'Investigator')","[0, 'a mouse that mouse that little mouse be so little']",mouse,26.7562,male,Clark
food, ,"('you eat the dog and the boy do they taste good', 'Investigator')","[0, 'you eat the dog and the boy do they taste good']",dog,27.92049,male,Clark
food, ,"('do cat eat pancake', 'Investigator')","[0, 'do cat eat pancake']",pancake,29.06631,male,Clark
clothes, ,"('yeah that another clown that a clown get dress see put on the clothes there she put on the shoe', 'Investigator')","[0, 'yeah that another clown that a clown get dress see put on the clothes there she put on the shoe']",dress,26.7562,male,Clark
clothes, ,"('yeah that another clown that a clown get dress see put on the clothes there she put on the shoe', 'Investigator')","[0, 'yeah that another clown that a clown get dress see put on the clothes there she put on the shoe']",shoe,26.7562,male,Clark
food, ,"('cat eat food', 'Investigator')","[0, 'cat eat food']",cat,29.06631,male,Clark
food, ,"('he do eat pancake do he eat pancake', 'Investigator')","[0, 'he do eat pancake do he eat pancake']",pancake,29.06631,male,Clark
toy, ,"('do you remember when you go to school and you play that game with the sprinkle', 'Investigator')","[0, 'do you remember when you go to school and you play that game with the sprinkle']",game,27.92049,male,Clark
clothes, ,"('let see do you wanna wear this shirt', 'Investigator')","[0, 'let see do you wanna wear this shirt']",shirt,29.75626,male,Clark
clothes, ,"('yeah yeah it just like your garage it right next_to the house will you wanna wear this shirt', 'Investigator')","[0, 'yeah yeah it just like your garage it right next_to the house will you wanna wear this shirt']",shirt,29.75626,male,Clark
toy, ,"('oh be they pretty they just play with the bunny they just fly around play with the bunny have you ever see a like this', 'Investigator')","[0, 'oh be they pretty they just play with the bunny they just fly around play with the bunny have you ever see a like this']",bunny,27.92049,male,Clark
vehicle, ,"('yeah the person live in the house but they can ride in the bus right', 'Investigator')","[0, 'yeah the person live in the house but they can ride in the bus right']",bus,29.75626,male,Clark
food, ,"('eat a egg', 'Investigator')","[0, 'eat a egg']",egg,29.29629,male,Clark
vehicle, ,"('and jack ride the donkey out to the wheat field Ana try to tell you the rest of the story', 'Investigator')","[0, 'and jack ride the donkey out to the wheat field Ana try to tell you the rest of the story']",donkey,29.98624,male,Clark
food, ,"('right that what he have for breakfast do bird eat pancake', 'Investigator')","[0, 'right that what he have for breakfast do bird eat pancake']",pancake,29.29629,male,Clark
food, ,"('right but he do have anyone to make pancake for him do cow eat pancake', 'Investigator')","[0, 'right but he do have anyone to make pancake for him do cow eat pancake']",pancake,29.29629,male,Clark
food, ,"('who eat pancake', 'Investigator')","[0, 'who eat pancake']",pancake,29.29629,male,Clark
food, ,"('no cow do eat pancake', 'Investigator')","[0, 'no cow do eat pancake']",pancake,29.29629,male,Clark
food, ,"('do they eat grass pancake or do they eat pancake like Shem eat', 'Investigator')","[0, 'do they eat grass pancake or do they eat pancake like Shem eat']",pancake,29.29629,male,Clark
clothes, ,"('now you can button it you do have any button on your clothes wanna see the dog', 'Investigator')","[0, 'now you can button it you do have any button on your clothes wanna see the dog']",dog,30.19775,male,Clark
clothes, ,"('now you can button it you do have any button on your clothes wanna see the dog', 'Investigator')","[0, 'now you can button it you do have any button on your clothes wanna see the dog']",button,30.19775,male,Clark
toy, ,"('good that good okay now let go play with the block oh look at this', 'Investigator')","[0, 'good that good okay now let go play with the block oh look at this']",block,28.13199,male,Clark
clothes, ,"('she wear a hat to bed why do she wear a hat when she go to bed', 'Investigator')","[0, 'she wear a hat to bed why do she wear a hat when she go to bed']",hat,28.82195,male,Clark
food, ,"('do you wanna eat a pancake', 'Investigator')","[0, 'do you wanna eat a pancake']",pancake,29.52627,male,Clark
vehicle, ,"('ride a bicycle and there a car', 'Investigator')","[0, 'ride a bicycle and there a car']",bicycle,27.69051,male,Clark
food, ,"('you eat the chair', 'Investigator')","[0, 'you eat the chair']",chair,29.52627,male,Clark
food, ,"('do you eat chair for your meal', 'Investigator')","[0, 'do you eat chair for your meal']",chair,29.52627,male,Clark
food, ,"('do you eat chair for breakfast', 'Investigator')","[0, 'do you eat chair for breakfast']",chair,29.52627,male,Clark
food, ,"('let eat a cookie', 'Investigator')","[0, 'let eat a cookie']",cookie,27.69051,male,Clark
clothes, ,"('you wanna wear my hat', 'Investigator')","[0, 'you wanna wear my hat']",hat,30.19775,male,Clark
food, ,"('you want mommy to be eat or drink tea', 'Investigator')","[0, 'you want mommy to be eat or drink tea']",drink,27.06626,male,Clark
clothes, ,"('sleep wear a diaper', 'Investigator')","[0, 'sleep wear a diaper']",diaper,27.92049,male,Clark
food, ,"('put it on jack table and then when jack be eat his pancake do he do something else with it', 'Investigator')","[0, 'put it on jack table and then when jack be eat his pancake do he do something else with it']",pancake,29.29629,male,Clark
vehicle, ,"('I wanna take a ride on you elephant', 'Investigator')","[0, 'I wanna take a ride on you elephant']",elephant,29.75626,male,Clark
food, ,"('this deaf cat be eat the other cat food', 'Investigator')","[0, 'this deaf cat be eat the other cat food']",cat,29.98624,male,Clark
vehicle, ,"('ride a bus', 'Investigator')","[0, 'ride a bus']",bus,27.69051,male,Clark
vehicle, ,"('do you get to ride a bus Shem', 'Investigator')","[0, 'do you get to ride a bus Shem']",bus,27.69051,male,Clark
vehicle, ,"('when do you ride a bus', 'Investigator')","[0, 'when do you ride a bus']",bus,27.69051,male,Clark
food, ,"('eat and drink at the table', 'Investigator')","[0, 'eat and drink at the table']",drink,27.06626,male,Clark
clothes, ,"('this be another clothes see it just like this shirt', 'Investigator')","[0, 'this be another clothes see it just like this shirt']",shirt,30.19775,male,Clark
vehicle, ,"('okay then we can ride the horse for the baby do you think you can carry the', 'Investigator')","[0, 'okay then we can ride the horse for the baby do you think you can carry the']",horse,26.7562,male,Clark
clothes, ,"('now the can wear his belt oh look at this', 'Investigator')","[0, 'now the can wear his belt oh look at this']",belt,28.13199,male,Clark
furniture, ,"('because the dog break the jar see', 'Investigator')","[0, 'because the dog break the jar see']",dog,29.29629,male,Clark
toy, ,"('how do you play this game', 'Investigator')","[0, 'how do you play this game']",game,26.7562,male,Clark
animal, ,"('that why there all these jungle animal look at all these little kid in this bus they not sit down in their seat they all stand up do you know who this be', 'Investigator')","[0, 'that why there all these jungle animal look at all these little kid in this bus they not sit down in their seat they all stand up do you know who this be']",bus,27.69051,male,Clark
furniture, ,"('except your mommy probable use a pancake turn right', 'Investigator')","[0, 'except your mommy probable use a pancake turn right']",pancake,29.06631,male,Clark
toy, ,"('it a toy apple it a fake apple so she not steal any real food', 'Mother')","[0, 'it a toy apple it a fake apple so she not steal any real food']",apple,30.8877,male,Clark
food, ,"('it a toy apple it a fake apple so she not steal any real food', 'Mother')","[0, 'it a toy apple it a fake apple so she not steal any real food']",apple,30.8877,male,Clark
vehicle, ,"('oh but he be like the ride on the elephant and then everyone bump he be the big everyone bump into him', 'Investigator')","[0, 'oh but he be like the ride on the elephant and then everyone bump he be the big everyone bump into him']",elephant,29.75626,male,Clark
food, ,"('you eat jack pancake what jack gonna eat if you eat his pancake', 'Investigator')","[0, 'you eat jack pancake what jack gonna eat if you eat his pancake']",pancake,29.06631,male,Clark
toy, ,"('do you wanna play with the ball when you get home', 'Investigator')","[0, 'do you wanna play with the ball when you get home']",ball,29.75626,male,Clark
toy, ,"('well do you want to go out and play ball then', 'Investigator')","[0, 'well do you want to go out and play ball then']",ball,29.75626,male,Clark
furniture, ,"('right I stand by the house door you stand by the garage door', 'Investigator')","[0, 'right I stand by the house door you stand by the garage door']",door,29.52627,male,Clark
furniture, ,"('you can stand by the garage door I stand by the house door', 'Investigator')","[0, 'you can stand by the garage door I stand by the house door']",door,29.75626,male,Clark
vehicle, ,"('right they both ride bicycle that man and that lady', 'Investigator')","[0, 'right they both ride bicycle that man and that lady']",bicycle,30.19775,male,Clark
food, ,"('Dudley rush there but the bunny lady do have Sam_potatoes mother bunny be say to grocer dog I have decide not to buy any food today after all', 'Mother')","[0, 'Dudley rush there but the bunny lady do have Sam_potatoes mother bunny be say to grocer dog I have decide not to buy any food today after all']",bunny,30.8877,male,Clark
food, ,"('Dudley rush there but the bunny lady do have Sam_potatoes mother bunny be say to grocer dog I have decide not to buy any food today after all', 'Mother')","[0, 'Dudley rush there but the bunny lady do have Sam_potatoes mother bunny be say to grocer dog I have decide not to buy any food today after all']",dog,30.8877,male,Clark
